host_response_time,host_response_rate,host_acceptance_rate,host_identity_verified,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,price,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,reviews_per_month
within an hour,0.91,1,t,Private room in rental unit,Private room,2,1 shared bath,1,1,998,4.68,4.68,4.53,4.72,4.83,4.89,4.61,f,0.27
within an hour,1,0.99,t,Private room in home,Private room,2,2 shared baths,1,1,240,4.85,4.9,4.91,4.93,4.9,4.65,4.85,f,4.86
within a day,0.67,0.99,t,Entire rental unit,Entire home/apt,5,1.5 baths,2,2,644,4.84,4.85,4.9,4.91,4.95,4.81,4.83,t,1.86
N/A,N/A,0.8,t,Entire rental unit,Entire home/apt,3,1 bath,1,2,762,4.85,4.92,4.86,4.84,4.88,4.97,4.83,f,1.98
within a few hours,1,1,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,560,5,5,5,5,5,5,5,t,0.16
N/A,N/A,N/A,t,Entire rental unit,Entire home/apt,4,1.5 baths,2,2,8000,4.44,4.69,4.44,4.57,4.75,4.86,4.43,f,0.23
within a few hours,1,N/A,f,Entire place,Entire home/apt,2,1 bath,1,1,1350,0,,,,,,,f,0.02
within a day,1,0,t,Private room in condo,Private room,1,1 private bath,1,1,272,4.7,4.84,4.79,4.81,4.82,4.87,4.78,f,1.38
N/A,N/A,N/A,f,Private room in guesthouse,Private room,2,1.5 baths,2,2,135,,,,,,,,t,
within a few hours,1,1,t,Entire rental unit,Entire home/apt,3,1.5 baths,2,3,1181,4.94,4.94,4.94,4.94,5,4.94,4.94,t,0.23
within a few hours,0.8,0.68,f,Private room in home,Private room,1,1 private bath,1,1,450,5,5,4.98,4.98,4.85,5,4.9,f,0.64
within an hour,1,1,t,Entire rental unit,Entire home/apt,4,1 bath,1,1,1543,4.9,4.93,4.97,4.98,4.95,4.65,4.86,t,1.83
N/A,N/A,0.4,t,Entire rental unit,Entire home/apt,4,1 bath,1,2,1616,4.17,5,4.5,4,4.17,5,4.17,f,0.09
N/A,N/A,N/A,t,Entire rental unit,Entire home/apt,3,1 bath,1,1,1450,0,,,,,,,t,0.04
N/A,N/A,N/A,t,Private room in home,Private room,2,1 shared bath,1,1,190,5,5,4.67,5,5,5,4.5,t,0.04
within a few hours,0.8,0.95,t,Entire rental unit,Entire home/apt,4,1 bath,2,3,934,4.67,4.8,4.67,4.93,5,4.73,4.6,f,1.48
within an hour,1,0.97,t,Entire rental unit,Entire home/apt,2,1 bath,1,2,989,4.89,5,4.89,4.97,4.97,4.89,4.76,f,0.57
within an hour,0.91,1,t,Private room in rental unit,Private room,2,1 shared bath,1,1,998,4.85,4.85,5,4.69,4.69,4.92,4.62,t,0.19
within a day,0.5,1,f,Private room in rental unit,Private room,1,1 shared bath,1,1,220,,,,,,,,f,
N/A,N/A,N/A,f,Private room in rental unit,Private room,2,1 shared bath,1,1,1400,5,5,4.5,4.5,5,4,5,f,0.03
within an hour,1,1,t,Entire rental unit,Entire home/apt,6,2.5 baths,3,3,1600,4.89,4.95,4.82,5,5,4.97,4.84,f,0.59
within an hour,1,1,t,Entire rental unit,Entire home/apt,6,2 baths,3,4,1357,4.81,4.87,4.83,4.89,4.88,4.94,4.84,t,5.68
within an hour,1,1,t,Entire serviced apartment,Entire home/apt,2,1 bath,1,1,1300,4.88,4.81,4.75,4.88,5,4.63,4.81,t,0.23
within an hour,1,0.98,t,Entire rental unit,Entire home/apt,3,1 bath,1,2,1403,4.91,4.89,4.84,4.94,4.96,4.88,4.83,f,1.87
N/A,N/A,N/A,t,Entire rental unit,Entire home/apt,6,1 bath,2,4,890,4.76,4.73,4.79,4.87,4.94,4.86,4.63,t,1.14
within an hour,0.91,1,t,Private room in rental unit,Private room,2,1 shared bath,1,1,908,4.72,4.94,4.72,4.91,4.91,4.84,4.69,t,0.46
N/A,N/A,N/A,t,Entire rental unit,Entire home/apt,3,1 bath,1,2,850,4.77,4.86,4.78,4.92,4.91,4.95,4.68,t,1.64
N/A,N/A,N/A,f,Entire rental unit,Entire home/apt,4,1.5 baths,2,2,1300,,,,,,,,f,
within an hour,1,0.98,t,Private room in guest suite,Private room,2,1 private bath,1,1,394,4.68,4.76,4.79,4.79,4.67,4.81,4.79,f,0.93
within a day,0.7,0.46,t,Entire loft,Entire home/apt,1,1 bath,,1,600,4.58,4.67,5,4.5,4.25,4.92,4.75,f,0.19
within an hour,1,1,t,Entire rental unit,Entire home/apt,8,3.5 baths,3,5,7052,4.94,4.96,4.93,4.85,4.97,4.97,4.92,f,1.79
within an hour,1,1,t,Entire rental unit,Entire home/apt,4,2 baths,2,2,1489,4.89,4.92,4.92,4.96,4.93,4.99,4.88,f,1.05
within an hour,1,1,t,Entire condo,Entire home/apt,4,1.5 baths,2,3,1707,4.95,4.96,4.86,4.99,4.99,4.97,4.96,f,2.4
within an hour,1,1,t,Entire rental unit,Entire home/apt,4,2 baths,2,2,1507,4.85,4.91,4.85,4.94,4.81,4.97,4.83,f,1.35
within an hour,1,1,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,1013,4.73,4.88,4.86,4.93,4.9,4.96,4.69,f,1.23
N/A,N/A,N/A,t,Private room in home,Private room,6,2 shared baths,3,5,1000,4,5,3,5,5,5,4,f,0.01
within an hour,1,0.97,t,Private room in rental unit,Private room,2,1 private bath,1,1,490,4.92,4.92,4.88,5,5,4.96,4.96,f,0.73
N/A,N/A,1,f,Entire rental unit,Entire home/apt,2,1 bath,1,1,900,4.74,4.83,4.87,4.87,4.83,4.83,4.7,f,0.35
within an hour,1,1,t,Entire serviced apartment,Entire home/apt,3,1 bath,1,3,939,5,5,4.93,4.87,4.87,4.6,4.93,t,0.22
a few days or more,0,N/A,f,Room in serviced apartment,Hotel room,4,,2,2,63540,4.82,4.91,4.91,5,5,5,4.64,t,0.17
N/A,N/A,0,t,Entire rental unit,Entire home/apt,5,2 baths,3,4,1071,4.85,4.85,4.94,4.97,5,4.94,4.91,f,0.5
within an hour,1,1,t,Entire rental unit,Entire home/apt,2,1.5 baths,1,1,1253,4.91,4.94,4.86,4.98,4.93,4.99,4.74,f,1.52
N/A,N/A,1,f,Private room in condo,Private room,2,1 private bath,1,1,400,5,5,5,5,5,5,5,t,0.4
within an hour,0.9,1,t,Entire rental unit,Entire home/apt,6,2 baths,2,3,891,4.68,4.73,4.56,4.86,4.89,4.83,4.75,f,2.18
within an hour,1,1,t,Entire rental unit,Entire home/apt,4,2 baths,2,3,1419,4.86,4.89,4.86,4.9,4.92,4.89,4.89,t,3.86
within a day,0.5,1,f,Private room,Private room,1,1 shared bath,1,1,181,1,1,1,1,1,1,1,t,0.94
within an hour,1,0.97,t,Entire cabin,Entire home/apt,3,1 bath,1,2,1229,4.94,4.92,4.96,4.96,4.94,4.95,4.87,f,3.35
within a day,1,N/A,t,Entire rental unit,Entire home/apt,2,1 bath,1,2,597,4.85,4.88,4.9,4.88,4.89,4.86,4.81,f,1.39
N/A,N/A,N/A,f,Private room in rental unit,Private room,3,1 shared bath,3,3,500,,,,,,,,f,
within an hour,1,1,t,Entire loft,Entire home/apt,2,1 bath,1,1,884,4.86,4.93,4.92,4.98,4.97,4.66,4.79,t,1.77
within an hour,1,1,t,Entire loft,Entire home/apt,2,1 bath,1,1,1230,4.93,4.92,4.91,4.97,4.97,4.83,4.88,t,3.69
within an hour,1,0.98,t,Entire rental unit,Entire home/apt,6,2 baths,2,4,1329,4.62,4.74,4.53,4.69,4.7,4.9,4.66,f,2.06
within an hour,1,0.99,t,Entire loft,Entire home/apt,2,1 bath,1,1,950,4.66,4.82,4.82,4.86,4.81,4.89,4.66,t,2.75
N/A,N/A,N/A,f,Entire rental unit,Entire home/apt,4,2 baths,2,1,2900,4.71,4.7,4.76,4.95,4.65,4.75,4.8,f,0.3
within a few hours,1,0.89,t,Entire rental unit,Entire home/apt,4,2 baths,2,2,1200,4.56,4.63,4.66,4.85,4.85,4.66,4.48,f,0.6
within an hour,1,1,t,Entire rental unit,Entire home/apt,4,2 baths,2,2,3817,4.97,4.97,4.92,4.96,4.97,4.94,4.83,f,3.07
within a day,0.57,1,f,Entire rental unit,Entire home/apt,2,1 bath,1,1,1150,4.82,4.91,4.82,5,5,5,4.82,f,0.19
within an hour,1,1,t,Private room in condo,Private room,1,1 private bath,1,1,409,5,5,5,5,5,5,5,t,0.07
within an hour,1,1,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,1004,4.6,4.7,4.5,4.94,4.79,4.99,4.64,f,1.08
within an hour,1,0.97,t,Private room in rental unit,Private room,2,1 shared bath,1,1,454,4.86,4.86,4.81,4.97,5,4.91,4.94,f,0.52
within an hour,1,0.97,t,Entire loft,Entire home/apt,3,1 bath,1,2,607,4.82,4.89,4.87,4.94,4.9,4.91,4.83,f,1.44
within an hour,0.91,1,t,Entire condo,Entire home/apt,6,2 baths,4,5,1434,4.74,4.82,4.66,4.93,4.95,4.9,4.78,f,1.05
within an hour,1,1,t,Entire condo,Entire home/apt,2,1 bath,1,1,1543,4.97,5,4.99,5,4.99,4.97,4.97,f,2.37
within an hour,1,1,t,Entire rental unit,Entire home/apt,5,2 baths,2,3,1500,4.93,4.95,4.97,4.99,5,4.81,4.88,f,2.06
within an hour,1,1,t,Entire rental unit,Entire home/apt,4,2 baths,2,2,1089,4.65,4.84,4.67,4.98,4.84,4.9,4.76,f,0.7
N/A,N/A,N/A,f,Entire rental unit,Entire home/apt,4,2 baths,2,2,1200,4.82,4.88,4.89,4.94,4.94,4.92,4.82,f,1.4
within an hour,1,1,t,Private room in home,Private room,2,1 shared bath,1,1,450,4.73,4.73,4.8,5,4.8,4.8,4.73,f,0.24
within a few hours,1,0.5,t,Private room in condo,Private room,2,1 shared bath,1,1,658,4.97,4.98,4.99,4.97,4.99,4.99,4.99,t,3.15
within an hour,0.93,1,t,Private room in rental unit,Private room,2,1 shared bath,1,1,207,4.89,4.91,4.88,4.86,4.91,4.9,4.87,f,4.23
N/A,N/A,N/A,f,Entire condo,Entire home/apt,3,2 baths,1,2,725,4.7,4.86,4.89,4.93,4.79,4.83,4.71,f,1.59
within an hour,1,0.8,t,Entire rental unit,Entire home/apt,4,1 bath,2,2,711,4.92,4.98,4.98,4.95,4.98,4.83,4.95,f,0.92
within an hour,0.96,1,t,Entire serviced apartment,Entire home/apt,3,2 baths,2,1,923,4.71,4.82,4.78,4.91,4.88,4.92,4.76,f,2.39
within a few hours,1,N/A,t,Entire serviced apartment,Entire home/apt,2,1 bath,1,1,508,4.68,4.82,4.75,4.89,4.89,4.86,4.57,f,0.4
within a few hours,1,0.53,t,Entire rental unit,Entire home/apt,4,2 baths,2,3,3540,4.78,4.84,4.75,4.97,4.94,5,4.75,f,0.48
within an hour,1,1,t,Entire rental unit,Entire home/apt,4,1 bath,2,2,333,4.83,4.91,4.78,4.91,4.93,4.96,4.74,f,0.99
within an hour,1,1,t,Private room in condo,Private room,2,1 shared bath,1,1,490,4.92,4.94,4.92,4.96,4.97,4.98,4.91,f,2
within an hour,1,1,t,Private room in condo,Private room,1,1 shared bath,1,1,280,4.83,5,4.92,5,5,4.67,4.83,f,0.2
within an hour,0.86,1,t,Private room in home,Private room,2,1 shared bath,,1,398,4,4.25,3.75,4,4.75,4.75,4.25,f,0.06
within an hour,1,0.97,t,Entire condo,Entire home/apt,4,1 bath,1,2,1196,4.89,4.9,4.85,4.85,4.94,4.95,4.85,f,1.84
within a day,1,0.5,t,Private room in rental unit,Private room,2,1 private bath,1,1,470,5,5,5,5,5,5,5,f,0.15
within an hour,0.9,1,t,Entire rental unit,Entire home/apt,2,1.5 baths,1,2,800,4.81,4.95,4.87,4.99,4.99,4.92,4.85,f,1.18
within an hour,1,0.96,t,Entire loft,Entire home/apt,2,1 bath,,1,890,4.9,4.94,4.94,4.9,4.95,4.98,4.84,f,0.97
within an hour,1,1,t,Entire loft,Entire home/apt,2,1 bath,1,2,783,4.88,4.93,4.89,4.91,4.97,4.98,4.88,f,6.1
a few days or more,0,0,t,Private room in home,Private room,2,1 shared bath,1,1,270,,,,,,,,f,
within an hour,1,0.97,t,Entire loft,Entire home/apt,2,1 bath,1,1,998,4.85,4.96,4.91,5,4.98,4.93,4.8,f,0.8
N/A,N/A,0.91,t,Private room in home,Private room,1,1.5 shared baths,1,1,250,4.94,5,4.75,5,5,4.88,5,f,0.24
within an hour,1,1,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,957,4.92,4.96,4.85,4.96,5,4.92,4.96,f,0.39
within an hour,1,1,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,1103,4.86,4.91,4.85,4.9,4.87,4.97,4.83,f,2.93
within an hour,1,1,t,Entire home,Entire home/apt,2,1 bath,1,1,583,4.66,4.79,4.66,4.88,4.9,4.81,4.75,t,1.6
within a day,0.6,0.46,t,Private room in bed and breakfast,Private room,3,1 private bath,1,1,1716,5,4.5,5,5,5,5,5,t,0.05
within an hour,1,0.98,t,Entire guesthouse,Entire home/apt,2,1 bath,1,1,380,4.99,4.96,4.99,4.97,4.99,4.97,4.93,f,1
N/A,N/A,0.82,t,Private room in rental unit,Private room,4,2 shared baths,2,2,2500,5,4,5,5,5,5,4,f,0.23
within an hour,1,0.98,t,Entire condo,Entire home/apt,3,1.5 baths,2,2,851,4.6,4.72,4.61,4.7,4.77,4.65,4.63,f,1.41
within an hour,1,0.98,t,Entire rental unit,Entire home/apt,2,2 baths,1,1,1492,4.89,4.97,4.88,4.92,4.94,4.96,4.84,f,2.08
within an hour,1,0.95,t,Entire home,Entire home/apt,6,3 baths,3,3,7726,4.95,4.82,4.88,5,4.82,5,4.71,f,0.92
within an hour,1,0.99,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,787,4.83,4.86,4.88,4.9,4.95,4.88,4.77,t,3.5
N/A,N/A,N/A,t,Entire rental unit,Entire home/apt,3,1 bath,2,2,599,4.82,4.84,4.82,4.89,4.8,5,4.8,f,0.7
N/A,N/A,N/A,f,Private room in condo,Private room,2,1.5 shared baths,1,1,270,4.77,4.86,4.72,4.95,4.95,4.76,4.82,t,2.78
a few days or more,0,N/A,f,Entire rental unit,Entire home/apt,3,1 bath,2,1,914,,,,,,,,f,
within a few hours,0.9,1,t,Entire condo,Entire home/apt,3,2 baths,2,3,850,4.97,5,4.93,4.97,4.97,4.83,4.97,f,0.44
within an hour,1,1,t,Entire rental unit,Entire home/apt,4,1 bath,1,2,732,4.8,4.74,4.74,4.89,4.91,4.83,4.77,t,0.58
N/A,N/A,0,f,Private room in home,Private room,2,1 private bath,1,1,360,,,,,,,,f,
N/A,N/A,N/A,t,Entire guest suite,Entire home/apt,2,1 bath,1,1,280,1,,1,,,,,t,0.01
within an hour,1,1,t,Entire rental unit,Entire home/apt,6,2.5 baths,3,3,2887,4.88,4.93,4.82,4.93,4.94,4.91,4.84,f,1
within a few hours,1,1,t,Entire rental unit,Entire home/apt,4,1 bath,2,2,600,4.83,4.94,4.96,4.93,4.85,4.76,4.89,f,0.68
within a day,1,0,t,Private room in rental unit,Private room,2,1 shared bath,1,1,364,4.71,4.5,4.64,4.57,4.79,4.79,4.64,f,0.21
N/A,N/A,N/A,t,Private room in rental unit,Private room,2,1 private bath,1,1,320,5,5,5,5,5,4.93,4.93,f,0.23
within an hour,1,1,t,Entire rental unit,Entire home/apt,4,1 bath,2,2,1006,4.25,4.25,4,4.75,4.75,4.25,3.75,t,0.07
N/A,N/A,N/A,t,Entire rental unit,Entire home/apt,4,2.5 baths,2,3,1089,4.64,4.79,4.67,4.94,4.94,4.94,4.67,f,0.49
within an hour,1,0.95,t,Private room in condo,Private room,4,1 private bath,2,2,907,4.4,4.4,4,5,5,5,4.6,t,0.07
N/A,N/A,N/A,t,Entire rental unit,Entire home/apt,6,1.5 baths,3,4,1180,4.86,4.88,4.92,5,4.9,4.92,4.9,f,0.77
within an hour,1,0.96,t,Entire rental unit,Entire home/apt,3,1 bath,1,3,850,4.9,4.9,4.87,4.94,4.98,4.93,4.78,f,2.36
within an hour,1,0.98,t,Entire rental unit,Entire home/apt,5,1 bath,2,3,783,4.9,4.95,4.86,4.96,4.98,4.88,4.94,t,4.13
within an hour,1,1,t,Entire rental unit,Entire home/apt,6,2 baths,2,3,1273,4.88,4.91,4.94,4.91,4.98,4.96,4.87,f,1.69
a few days or more,0,0,t,Private room in rental unit,Private room,1,1 shared bath,1,1,250,4.92,4.94,4.83,5,4.94,4.89,4.97,f,0.55
within an hour,1,1,t,Private room in rental unit,Private room,1,1 shared bath,1,1,400,,,,,,,,t,
N/A,N/A,0.67,t,Shared room in rental unit,Shared room,2,1 shared bath,1,1,500,4,4.5,3,4,5,3,4.5,f,0.03
a few days or more,0,N/A,f,Private room in home,Private room,1,3.5 baths,5,5,295,5,5,5,5,5,5,5,f,0.01
within an hour,1,1,t,Entire rental unit,Entire home/apt,3,1 bath,1,1,680,4.91,4.94,4.88,4.94,4.85,4.97,4.85,f,0.53
within an hour,1,1,t,Private room in rental unit,Private room,4,1 shared bath,1,2,899,4.9,4.92,4.91,4.95,4.96,4.97,4.9,t,1.82
within an hour,1,1,t,Entire condo,Entire home/apt,2,1 bath,1,1,472,4.74,4.87,4.69,4.95,4.94,4.94,4.75,f,3.15
within an hour,1,1,t,Entire loft,Entire home/apt,2,1 bath,1,1,755,4.9,4.9,4.94,4.93,4.96,4.61,4.85,f,2.51
within an hour,1,0.98,t,Private room in home,Private room,2,2 shared baths,1,1,371,4.89,4.96,4.89,4.99,5,4.93,4.9,f,1.32
within an hour,1,0.97,t,Entire condo,Entire home/apt,5,2 baths,2,3,873,4.83,4.92,4.89,4.86,4.91,4.87,4.87,f,1.41
within an hour,1,0.86,t,Entire rental unit,Entire home/apt,4,2 baths,2,2,1500,5,4.96,4.86,4.98,4.98,5,5,f,0.72
within an hour,0.95,1,t,Entire rental unit,Entire home/apt,4,1 bath,2,3,703,4.75,4.78,4.82,4.89,4.89,4.65,4.72,f,1.65
N/A,N/A,1,t,Private room in serviced apartment,Private room,1,1 private bath,1,1,400,4.79,4.79,4.82,4.85,4.76,4.76,4.82,t,0.5
within an hour,1,1,t,Shared room in serviced apartment,Shared room,4,1.5 shared baths,1,2,730,4.87,4.88,4.74,4.97,4.92,4.84,4.8,t,1.72
within an hour,0.98,0.99,t,Private room in home,Private room,2,1 private bath,1,1,854,4.81,4.86,4.82,4.91,4.94,4.95,4.81,t,6.2
within an hour,1,0.97,t,Private room in guesthouse,Private room,2,1.5 shared baths,1,2,790,4.6,4.68,4.6,4.81,4.77,4.75,4.66,t,1.79
within an hour,0.96,0.99,t,Private room in rental unit,Private room,2,1 private bath,1,1,700,4.89,4.95,4.84,4.93,4.98,4.97,4.92,f,0.91
within a day,1,N/A,f,Entire rental unit,Entire home/apt,4,2 baths,2,2,1000,5,5,4.5,5,5,5,5,f,0.03
within an hour,1,0.5,f,Entire condo,Entire home/apt,4,2.5 baths,3,3,2430,5,5,5,5,5,5,5,f,0.2
N/A,N/A,N/A,f,Private room in home,Private room,4,1 private bath,2,2,300,4.72,4.67,4.56,4.78,4.72,4.67,4.78,f,0.28
within an hour,1,0.85,t,Entire rental unit,Entire home/apt,2,1.5 baths,1,1,1080,4.38,4.59,4.18,4.33,4.49,4.95,4.41,f,0.61
within a few hours,1,0.92,t,Private room in guesthouse,Private room,1,1 shared bath,1,1,399,5,5,5,4.5,5,5,4.5,t,0.07
within an hour,1,0.94,t,Entire rental unit,Entire home/apt,4,1.5 baths,2,2,1299,4.73,4.76,4.68,4.91,4.86,4.83,4.7,f,2.51
within an hour,1,0.9,t,Entire condo,Entire home/apt,4,2 baths,2,2,1362,4.92,4.94,4.86,4.97,4.97,4.97,4.75,f,0.57
a few days or more,0,1,t,Entire rental unit,Entire home/apt,3,1 bath,1,1,1616,4.33,4.6,4.4,4.6,4.6,4.6,4.53,f,0.23
within a few hours,1,0.86,t,Entire condo,Entire home/apt,6,2.5 baths,2,2,2138,4.88,4.95,4.91,4.89,4.91,4.91,4.82,f,0.95
within an hour,1,0.71,t,Entire condo,Entire home/apt,5,2 baths,3,3,3792,4.94,4.94,4.92,4.92,4.75,4.98,4.94,f,0.74
N/A,N/A,0,f,Private room in rental unit,Private room,2,1 private bath,1,1,1271,4.92,5,5,4.92,4.92,5,5,f,0.19
within an hour,1,1,t,Entire serviced apartment,Entire home/apt,3,1 bath,1,1,1400,4.71,4.72,4.79,4.93,4.93,4.71,4.64,t,1.29
N/A,N/A,N/A,f,Private room in home,Private room,5,3.5 baths,3,1,529,0,,,,,,,f,0.02
within an hour,1,0.98,t,Private room in home,Private room,2,2 shared baths,1,1,376,4.83,4.88,4.83,4.93,4.91,4.83,4.72,f,1.34
within an hour,1,1,t,Entire serviced apartment,Entire home/apt,3,1 bath,1,2,900,4.94,4.86,4.8,5,4.97,4.63,4.89,f,0.51
within an hour,1,0.99,t,Private room in condo,Private room,2,1 private bath,1,1,352,4.84,4.91,4.84,4.89,4.91,4.67,4.83,t,2.87
N/A,N/A,N/A,t,Private room in rental unit,Private room,2,2 baths,1,1,451,4.93,5,4.87,5,4.93,4.93,4.87,f,0.23
within an hour,1,0.97,t,Private room in guesthouse,Private room,2,1.5 shared baths,1,2,300,4.57,4.69,4.55,4.73,4.7,4.77,4.65,f,1.07
within an hour,0.98,0.98,t,Entire rental unit,Entire home/apt,6,1 bath,3,4,1500,4.82,4.9,4.7,4.88,4.85,4.9,4.83,f,1.24
within an hour,1,1,t,Entire home,Entire home/apt,6,3.5 baths,3,4,3631,4.96,4.96,4.92,4.68,4.68,5,4.96,t,0.39
within an hour,1,1,t,Entire loft,Entire home/apt,2,1 bath,1,1,908,4.88,4.91,4.91,4.96,4.97,4.97,4.86,f,1.73
within an hour,1,0.82,t,Entire loft,Entire home/apt,2,1 bath,1,1,843,4.91,4.91,4.74,4.97,5,4.97,5,f,0.49
within an hour,0.99,0.99,t,Private room in rental unit,Private room,3,1 private bath,1,2,360,4.47,4.72,4.57,4.83,4.83,4.81,4.47,f,3.96
within an hour,1,0.95,t,Private room in condo,Private room,1,1 shared bath,1,1,300,4.89,5,4.91,5,4.91,5,4.89,f,0.52
within an hour,1,0.82,t,Private room in condo,Private room,2,1 shared bath,1,1,749,5,4.95,5,5,5,4.95,4.89,f,0.29
within an hour,1,0.99,t,Entire loft,Entire home/apt,3,1 bath,1,2,800,4.87,4.91,4.85,4.94,4.89,4.66,4.86,t,1.66
within an hour,0.92,0.99,t,Entire rental unit,Entire home/apt,4,2 baths,2,2,2383,4.94,4.93,4.96,4.93,4.94,4.9,4.9,f,1.61
within a day,1,0.17,t,Private room in rental unit,Private room,2,1 private bath,1,1,366,4.94,4.9,4.97,4.77,4.84,4.81,4.87,f,0.46
N/A,N/A,N/A,t,Entire rental unit,Entire home/apt,4,2 baths,2,3,1084,4.82,4.86,4.88,4.9,4.85,4.87,4.85,f,2.8
within an hour,1,1,t,Entire rental unit,Entire home/apt,3,2 baths,2,3,1083,4.82,4.9,4.79,4.9,4.86,4.91,4.83,t,2.54
within an hour,1,N/A,t,Entire rental unit,Entire home/apt,4,2 baths,2,2,780,4.81,4.81,4.88,4.94,4.91,4.81,4.75,f,0.47
N/A,N/A,N/A,t,Private room in rental unit,Private room,1,1 private bath,1,1,500,,,,,,,,f,
within a few hours,1,1,t,Entire place,Entire home/apt,4,1 bath,2,2,1200,5,5,5,5,5,5,5,t,0.02
within an hour,1,1,t,Entire loft,Entire home/apt,2,1 bath,1,1,1550,4.75,4.86,4.7,4.88,4.94,4.97,4.7,f,4.58
within an hour,1,1,t,Private room in home,Private room,2,1 private bath,1,1,1020,4.9,5,4.94,5,5,5,4.94,t,0.47
within an hour,1,1,t,Private room in home,Private room,2,1 private bath,1,1,985,4.88,4.94,4.85,4.94,4.94,4.97,4.81,t,0.48
within an hour,0.99,1,t,Entire rental unit,Entire home/apt,2,1 bath,1,2,506,4.64,4.77,4.78,4.79,4.72,4.84,4.64,f,3.09
within a day,1,1,t,Entire rental unit,Entire home/apt,4,2 baths,2,2,2039,4.69,4.74,4.62,4.83,4.86,4.98,4.67,t,0.84
within an hour,1,0.97,t,Entire rental unit,Entire home/apt,2,1 bath,2,2,1437,4.96,4.93,4.97,4.96,4.99,4.97,4.89,f,1.92
within a few hours,1,1,t,Entire condo,Entire home/apt,4,1.5 baths,2,2,998,4.92,5,4.9,4.98,4.94,4.96,4.96,f,0.71
within an hour,1,1,t,Entire rental unit,Entire home/apt,5,2 baths,2,4,2322,4.81,4.86,4.84,4.86,4.96,4.95,4.82,f,1.07
within an hour,1,0.97,t,Entire rental unit,Entire home/apt,5,2 baths,2,2,989,4.9,4.95,4.88,4.93,4.95,4.91,4.88,f,1.65
within an hour,0.98,0.99,t,Private room in home,Private room,2,1 private bath,1,1,840,4.85,4.85,4.87,4.94,4.94,4.97,4.87,t,6.35
N/A,N/A,N/A,t,Entire rental unit,Entire home/apt,6,3 baths,3,3,1500,4.68,4.83,4.51,4.93,4.9,4.99,4.82,f,1.57
within an hour,0.93,0.95,t,Entire rental unit,Entire home/apt,2,2 baths,1,1,2994,4.74,4.85,4.85,4.7,4.81,5,4.78,f,0.4
within an hour,1,0.98,t,Entire rental unit,Entire home/apt,2,1.5 baths,1,1,793,4.93,4.8,4.73,4.93,5,4.73,4.73,f,0.37
N/A,N/A,N/A,f,Private room in rental unit,Private room,2,1 shared bath,1,1,310,5,5,5,5,5,5,5,f,0.15
within an hour,1,0.97,t,Entire rental unit,Entire home/apt,4,1 bath,2,3,762,4.95,4.96,4.97,5,4.97,4.96,4.91,f,1.17
within an hour,1,0.33,f,Private room in rental unit,Private room,1,1.5 shared baths,1,1,450,,,,,,,,t,
within a day,0.5,1,f,Private room,Private room,2,2 shared baths,1,2,400,4.76,4.71,4.65,4.71,4.76,4.65,4.65,t,0.25
within an hour,1,0.33,f,Private room in rental unit,Private room,1,1.5 baths,1,1,800,,,,,,,,t,
within an hour,1,0,t,Private room in serviced apartment,Private room,1,1 shared bath,1,1,280,4,5,5,5,3,5,5,f,0.02
within a day,1,0.86,t,Private room in condo,Private room,2,1 shared bath,1,1,682,5,5,4.75,4.88,4.75,5,5,f,0.18
within an hour,0.99,1,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,2259,4.89,4.96,4.97,4.92,4.9,4.97,4.89,f,3.66
within an hour,1,0.98,t,Entire rental unit,Entire home/apt,9,3 baths,4,5,1475,4.78,4.9,4.79,4.83,4.91,4.95,4.74,f,2.18
within an hour,1,0.98,t,Entire loft,Entire home/apt,2,1 bath,1,1,1137,4.97,5,4.99,4.98,5,4.95,4.98,f,2.77
N/A,N/A,0.91,t,Private room in home,Private room,2,1.5 baths,1,1,295,4.94,5,4.94,5,4.93,4.93,5,f,0.25
a few days or more,0,1,t,Entire loft,Entire home/apt,2,1.5 baths,1,1,1725,4.94,4.98,4.98,5,4.95,5,4.85,t,0.91
N/A,N/A,N/A,f,Private room in home,Private room,1,1 shared bath,1,1,310,5,5,5,5,5,5,5,f,0.02
N/A,N/A,1,t,Private room in home,Private room,2,1 shared bath,1,1,526,4.87,4.79,4.87,4.89,4.89,4.84,4.76,f,0.56
within an hour,1,1,t,Entire rental unit,Entire home/apt,3,1.5 baths,1,1,900,4.78,4.83,4.72,4.71,4.71,4.83,4.79,t,0.85
within an hour,1,0.93,t,Entire rental unit,Entire home/apt,3,1 bath,2,2,591,4.89,4.97,4.93,4.99,4.99,4.95,4.88,f,1.55
within a few hours,1,0.94,t,Private room in loft,Private room,2,1 private bath,1,1,700,4.78,4.89,4.84,4.76,4.89,4.97,4.86,f,0.57
within an hour,1,1,t,Entire rental unit,Entire home/apt,4,0 baths,,2,1543,4.95,4.93,4.98,4.91,4.96,4.75,4.87,t,1.83
